datetime,popData2019,deaths,cases
2020-03-03,11694721.0,0.0,1.0
2020-03-10,11694721.0,0.0,1.0
2020-03-11,11694721.0,0.0,3.0
2020-03-12,11694721.0,0.0,2.0
2020-03-13,11694721.0,0.0,6.0
2020-03-14,11694721.0,0.0,3.0
2020-03-15,11694721.0,0.0,0.0
2020-03-16,11694721.0,0.0,2.0
2020-03-17,11694721.0,0.0,2.0
2020-03-18,11694721.0,0.0,4.0
2020-03-19,11694721.0,0.0,5.0
2020-03-20,11694721.0,0.0,10.0
2020-03-21,11694721.0,1.0,15.0
2020-03-22,11694721.0,0.0,6.0
2020-03-23,11694721.0,2.0,15.0
2020-03-24,11694721.0,0.0,14.0
2020-03-25,11694721.0,0.0,25.0
2020-03-26,11694721.0,2.0,59.0
2020-03-27,11694721.0,0.0,0.0
2020-03-28,11694721.0,1.0,54.0
2020-03-29,11694721.0,0.0,0.0
2020-03-30,11694721.0,2.0,51.0
2020-03-31,11694721.0,0.0,34.0
2020-04-01,11694721.0,1.0,50.0
2020-04-02,11694721.0,1.0,32.0
2020-04-03,11694721.0,3.0,61.0
2020-04-04,11694721.0,0.0,0.0
2020-04-05,11694721.0,5.0,40.0
2020-04-06,11694721.0,1.0,58.0
2020-04-07,11694721.0,3.0,21.0
2020-04-08,11694721.0,0.0,22.0
2020-04-09,11694721.0,1.0,27.0
2020-04-10,11694721.0,2.0,20.0
2020-04-11,11694721.0,0.0,28.0
2020-04-12,11694721.0,3.0,14.0
2020-04-13,11694721.0,3.0,22.0
2020-04-14,11694721.0,3.0,19.0
2020-04-15,11694721.0,0.0,21.0
2020-04-16,11694721.0,1.0,33.0
2020-04-17,11694721.0,2.0,42.0
2020-04-18,11694721.0,0.0,42.0
2020-04-19,11694721.0,0.0,2.0
2020-04-20,11694721.0,1.0,13.0
2020-04-21,11694721.0,0.0,5.0
2020-04-22,11694721.0,0.0,17.0
2020-04-23,11694721.0,0.0,0.0
2020-04-24,11694721.0,0.0,17.0
2020-04-25,11694721.0,0.0,4.0
2020-04-26,11694721.0,0.0,17.0
2020-04-27,11694721.0,0.0,10.0
2020-04-28,11694721.0,1.0,18.0
2020-04-29,11694721.0,1.0,8.0
2020-04-30,11694721.0,0.0,5.0
2020-05-01,11694721.0,0.0,14.0
2020-05-02,11694721.0,1.0,4.0
2020-05-03,11694721.0,1.0,11.0
2020-05-04,11694721.0,0.0,4.0
2020-05-05,11694721.0,1.0,5.0
2020-05-06,11694721.0,0.0,4.0
2020-05-07,11694721.0,0.0,3.0
2020-05-08,11694721.0,1.0,1.0
2020-05-09,11694721.0,1.0,4.0
2020-05-10,11694721.0,0.0,2.0
2020-05-11,11694721.0,0.0,0.0
2020-05-12,11694721.0,0.0,0.0
2020-05-13,11694721.0,0.0,0.0
2020-05-14,11694721.0,0.0,0.0
2020-05-15,11694721.0,0.0,0.0
2020-05-16,11694721.0,0.0,3.0
2020-05-17,11694721.0,0.0,0.0
2020-05-18,11694721.0,0.0,2.0
2020-05-19,11694721.0,1.0,6.0
2020-05-20,11694721.0,1.0,1.0
2020-05-21,11694721.0,0.0,1.0
2020-05-22,11694721.0,0.0,1.0
2020-05-23,11694721.0,0.0,2.0
2020-05-24,11694721.0,1.0,0.0
2020-05-25,11694721.0,0.0,3.0
2020-05-26,11694721.0,0.0,0.0
2020-05-27,11694721.0,0.0,0.0
2020-05-28,11694721.0,0.0,0.0
2020-05-29,11694721.0,0.0,17.0
2020-05-30,11694721.0,0.0,3.0
2020-05-31,11694721.0,0.0,5.0
